,Title,State,District,Date.of.Challenge.Removal,Month,Year,school_district,County_Merge,County.FIPS,county_state,STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA,code,Trends_DMA
3024,Chainbreaker (Timekeeper Series),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3029,Firestarter (Timekeeper Series),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3030,"Gender Danger: Survivors of Rape, Human Trafficking, and Honor Killings",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3034,The Edge of the Abyss (The Abyss Surrounds Us Series),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3042,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3047,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3054,Deposing Nathan,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3056,Something Like Gravity,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3061,The Last to Let Go,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3069,Grasshopper Jungle (Grasshopper Jungle Series),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3070,Stick,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3074,"Invisible Man, Got the Whole World Watching: A Young Black Man's Education",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3075,The Deep & Dark Blue,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3082,Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3083,"Far From the Tree: Parents, Children and the Search for Identity",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3088,SEX: If You're Scared of The Truth Don't Read This!,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3093,One of Those Hideous Books Where the Mother Dies,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3104,The Summer of Jordi Perez (And the Best Burger in Los Angeles),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3106,Beast,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3118,Freak Show,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3120,As Far As You'll Take Me,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3125,The Gravity of Us,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3145,The Fire Never Goes Out: A Memoir in Pictures,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3146,Big Guy,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3147,En el bosque,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3149,Pride: Celebrating Diversity & Community,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3150,Under Threat,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3169,Odd One Out,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
